Date,NumMosquitos,WnvPresent,Latitude,Longitude,Tmax,Tmin,Tavg,DewPoint,WetBulb,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,HCDiff,CULEX PIPIENS,CULEX PIPIENS/RESTUANS,CULEX RESTUANS
2007-06-05,1,0,41.919343,-87.694259,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,0,1
2007-06-05,3,0,41.921965,-87.632085,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,0,1
2007-06-05,4,0,41.688324,-87.676709,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,0,1
2007-06-05,2,0,41.720848,-87.666014,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,1,0
2007-06-05,1,0,41.731922,-87.677512,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,1,0,0
2007-06-05,1,0,41.731922,-87.677512,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,1,0
2007-06-05,1,0,41.731922,-87.677512,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,0,1
2007-06-05,2,0,41.999128999999996,-87.795585,87.0,55.0,71.0,46.0,58.0,425.0,1911.0,0.0,29.34,30.06,10.0,18.0,10.2,-6.0,0,1,0
2007-06-05,9,0,41.999128999999996,-87.795585,87.0,55.0,71.0,46.0,58.0,425.0,1911.0,0.0,29.34,30.06,10.0,18.0,10.2,-6.0,0,0,1
2007-06-05,3,0,41.907645,-87.760886,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,0,1
2007-06-05,1,0,41.732984,-87.649642,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,0,1
2007-06-05,2,0,41.981964000000005,-87.812827,87.0,55.0,71.0,46.0,58.0,425.0,1911.0,0.0,29.34,30.06,10.0,18.0,10.2,-6.0,0,0,1
2007-06-05,1,0,41.944869,-87.832763,87.0,55.0,71.0,46.0,58.0,425.0,1911.0,0.0,29.34,30.06,10.0,18.0,10.2,-6.0,0,0,1
2007-06-05,1,0,42.011601,-87.81150600000001,87.0,55.0,71.0,46.0,58.0,425.0,1911.0,0.0,29.34,30.06,10.0,18.0,10.2,-6.0,0,0,1
2007-06-05,1,0,41.94983,-87.69845699999999,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,0,1
2007-06-05,1,0,41.979243,-87.750938,87.0,55.0,71.0,46.0,58.0,425.0,1911.0,0.0,29.34,30.06,10.0,18.0,10.2,-6.0,0,0,1
2007-06-05,2,0,41.986921,-87.689778,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,0,1
2007-06-05,1,0,41.801497999999995,-87.763416,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,1,0
2007-06-05,3,0,41.906638,-87.701431,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,0,1
2007-06-05,1,0,41.723195000000004,-87.64997,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,0,1
2007-06-05,1,0,41.868077,-87.666901,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,1,0
2007-06-05,7,0,41.868077,-87.666901,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,0,1
2007-06-05,1,0,41.869215999999994,-87.627561,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,1,0
2007-06-05,1,0,41.662014,-87.72460799999999,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,1,0,0
2007-06-05,2,0,41.662014,-87.72460799999999,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,1,0
2007-06-05,4,0,41.662014,-87.72460799999999,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,0,1
2007-06-05,1,0,41.961743,-87.76007,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,1,0
2007-06-05,2,0,41.961743,-87.76007,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,0,1
2007-06-05,1,0,41.953067,-87.776792,87.0,55.0,71.0,46.0,58.0,425.0,1911.0,0.0,29.34,30.06,10.0,18.0,10.2,-6.0,0,1,0
2007-06-05,3,0,41.953067,-87.776792,87.0,55.0,71.0,46.0,58.0,425.0,1911.0,0.0,29.34,30.06,10.0,18.0,10.2,-6.0,0,0,1
2007-06-05,3,0,41.878114000000004,-87.629798,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,0,1
2007-06-05,1,0,41.958271,-87.702575,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,1,0
2007-06-05,2,0,41.958271,-87.702575,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,0,1
2007-06-05,1,0,41.932094,-87.700117,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,0,1
2007-06-05,1,0,41.994469,-87.667736,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,1,0
2007-06-05,2,0,42.006858,-87.675919,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,0,1
2007-06-05,1,0,41.916265,-87.800515,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,1,0
2007-06-05,10,0,41.916265,-87.800515,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,0,1
2007-06-05,1,0,41.846075,-87.716277,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,0,1
2007-06-05,1,0,41.918704999999996,-87.752329,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,0,1
2007-06-05,3,0,41.682587,-87.707973,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,1,0
2007-06-05,8,0,41.682587,-87.707973,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,0,1
2007-06-05,1,0,41.725516999999996,-87.61425799999999,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,1,0
2007-06-05,2,0,41.948167,-87.730698,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,1,0
2007-06-05,1,0,41.948167,-87.730698,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,0,1
2007-06-05,1,0,41.963976,-87.69181,87.0,60.0,74.0,44.0,58.0,425.0,1911.0,0.0,29.41,30.05,10.1,16.0,10.6,-9.0,0,0,1
2007-06-26,1,0,41.95469,-87.800991,83.0,62.0,73.0,50.0,60.0,416.0,1927.0,0.0,29.44,30.16,8.3,5.0,8.8,-8.0,0,1,0
2007-06-26,4,0,41.95469,-87.800991,83.0,62.0,73.0,50.0,60.0,416.0,1927.0,0.0,29.44,30.16,8.3,5.0,8.8,-8.0,0,0,1
2007-06-26,1,0,41.95469,-87.800991,83.0,62.0,73.0,50.0,60.0,416.0,1927.0,0.0,29.44,30.16,8.3,5.0,8.8,-8.0,0,0,0
2007-06-26,1,0,41.994991,-87.769279,83.0,62.0,73.0,50.0,60.0,416.0,1927.0,0.0,29.44,30.16,8.3,5.0,8.8,-8.0,0,1,0
2007-06-26,4,0,41.994991,-87.769279,83.0,62.0,73.0,50.0,60.0,416.0,1927.0,0.0,29.44,30.16,8.3,5.0,8.8,-8.0,0,0,1
2007-06-26,1,0,41.974089,-87.824812,83.0,62.0,73.0,50.0,60.0,416.0,1927.0,0.0,29.44,30.16,8.3,5.0,8.8,-8.0,0,0,1
2007-06-26,1,0,41.9216,-87.666455,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,1,0
2007-06-26,1,0,41.9216,-87.666455,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,0,1
2007-06-26,1,0,41.891118,-87.65449100000001,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,1,0
2007-06-26,6,0,41.891118,-87.65449100000001,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,0,1
2007-06-26,2,0,41.867108,-87.654224,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,1,0
2007-06-26,1,0,41.896282,-87.655232,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,0,1
2007-06-26,1,0,41.919343,-87.694259,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,0,1
2007-06-26,2,0,41.688324,-87.676709,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,1,0
2007-06-26,2,0,41.688324,-87.676709,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,0,1
2007-06-26,5,0,41.731922,-87.677512,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,0,1
2007-06-26,1,0,41.891126,-87.61156,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,1,0
2007-06-26,1,0,41.891126,-87.61156,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,0,1
2007-06-26,1,0,41.999128999999996,-87.795585,83.0,62.0,73.0,50.0,60.0,416.0,1927.0,0.0,29.44,30.16,8.3,5.0,8.8,-8.0,0,1,0
2007-06-26,1,0,41.999128999999996,-87.795585,83.0,62.0,73.0,50.0,60.0,416.0,1927.0,0.0,29.44,30.16,8.3,5.0,8.8,-8.0,0,0,1
2007-06-26,2,0,42.01743,-87.68776899999999,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,1,0
2007-06-26,2,0,42.01743,-87.68776899999999,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,0,1
2007-06-26,2,0,41.944869,-87.832763,83.0,62.0,73.0,50.0,60.0,416.0,1927.0,0.0,29.44,30.16,8.3,5.0,8.8,-8.0,0,1,0
2007-06-26,4,0,41.944869,-87.832763,83.0,62.0,73.0,50.0,60.0,416.0,1927.0,0.0,29.44,30.16,8.3,5.0,8.8,-8.0,0,0,1
2007-06-26,2,0,42.011601,-87.81150600000001,83.0,62.0,73.0,50.0,60.0,416.0,1927.0,0.0,29.44,30.16,8.3,5.0,8.8,-8.0,0,1,0
2007-06-26,2,0,42.011601,-87.81150600000001,83.0,62.0,73.0,50.0,60.0,416.0,1927.0,0.0,29.44,30.16,8.3,5.0,8.8,-8.0,0,0,1
2007-06-26,1,0,41.94983,-87.69845699999999,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,0,1
2007-06-26,1,0,41.979243,-87.750938,83.0,62.0,73.0,50.0,60.0,416.0,1927.0,0.0,29.44,30.16,8.3,5.0,8.8,-8.0,0,1,0
2007-06-26,1,0,41.986921,-87.689778,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,1,0
2007-06-26,9,0,41.986921,-87.689778,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,0,1
2007-06-26,2,0,41.906638,-87.701431,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,1,0
2007-06-26,3,0,41.906638,-87.701431,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,0,1
2007-06-26,1,0,41.868077,-87.666901,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,1,0,0
2007-06-26,10,0,41.868077,-87.666901,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,1,0
2007-06-26,19,0,41.868077,-87.666901,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,0,1
2007-06-26,6,0,41.662014,-87.72460799999999,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,1,0,0
2007-06-26,20,0,41.662014,-87.72460799999999,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,1,0
2007-06-26,25,0,41.662014,-87.72460799999999,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,0,1
2007-06-26,1,0,41.961743,-87.76007,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,1,0
2007-06-26,3,0,41.961743,-87.76007,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,0,1
2007-06-26,4,0,41.953067,-87.776792,83.0,62.0,73.0,50.0,60.0,416.0,1927.0,0.0,29.44,30.16,8.3,5.0,8.8,-8.0,0,0,1
2007-06-26,1,0,41.878114000000004,-87.629798,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,0,1
2007-06-26,6,0,41.958271,-87.702575,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,0,1
2007-06-26,1,0,41.932094,-87.700117,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,0,1
2007-06-26,2,0,42.006858,-87.675919,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,0,1
2007-06-26,3,0,41.916265,-87.800515,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,1,0
2007-06-26,6,0,41.916265,-87.800515,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,0,1
2007-06-26,1,0,41.682587,-87.707973,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,1,0
2007-06-26,4,0,41.682587,-87.707973,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,0,1
2007-06-26,1,0,41.963976,-87.69181,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,0,1
2007-06-26,1,0,41.953705,-87.733974,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,1,0
2007-06-26,2,0,41.964242,-87.757639,83.0,62.0,73.0,50.0,60.0,416.0,1927.0,0.0,29.44,30.16,8.3,5.0,8.8,-8.0,0,0,1
2007-06-26,1,0,41.990284,-87.797127,83.0,62.0,73.0,50.0,60.0,416.0,1927.0,0.0,29.44,30.16,8.3,5.0,8.8,-8.0,0,1,0
2007-06-26,1,0,41.990284,-87.797127,83.0,62.0,73.0,50.0,60.0,416.0,1927.0,0.0,29.44,30.16,8.3,5.0,8.8,-8.0,0,0,1
2007-06-26,2,0,42.008314,-87.77792099999999,83.0,62.0,73.0,50.0,60.0,416.0,1927.0,0.0,29.44,30.16,8.3,5.0,8.8,-8.0,0,0,1
2007-06-26,2,0,41.991429,-87.747113,83.0,62.0,73.0,50.0,60.0,416.0,1927.0,0.0,29.44,30.16,8.3,5.0,8.8,-8.0,0,1,0
2007-06-26,1,0,41.843810999999995,-87.686763,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,0,1
2007-06-26,1,0,41.921177,-87.79518,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,0,1
2007-06-26,5,0,41.852652,-87.719887,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,1,0
2007-06-26,1,0,41.852652,-87.719887,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,0,1
2007-06-26,1,0,41.857402,-87.694991,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,0,1
2007-06-26,1,0,41.868142,-87.696269,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,1,0
2007-06-26,1,0,41.868142,-87.696269,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,0,1
2007-06-26,1,0,41.846283,-87.656913,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,1,0
2007-06-26,2,0,41.721474,-87.648064,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,0,1
2007-06-26,1,0,41.869107,-87.69629300000001,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,1,0,0
2007-06-26,3,0,41.719059,-87.675088,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,1,0
2007-06-26,5,0,41.719059,-87.675088,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,0,1
2007-06-26,1,0,41.966986999999996,-87.674677,82.0,66.0,74.0,51.0,61.0,416.0,1927.0,0.0,29.49,30.14,9.4,5.0,10.0,-9.0,0,0,1
2007-06-29,2,0,41.95469,-87.800991,91.0,63.0,77.0,56.0,64.0,416.0,1928.0,0.0,29.28,29.99,4.1,6.0,4.9,-12.0,0,1,0
2007-06-29,1,0,41.974089,-87.824812,91.0,63.0,77.0,56.0,64.0,416.0,1928.0,0.0,29.28,29.99,4.1,6.0,4.9,-12.0,0,1,0
2007-06-29,2,0,41.974089,-87.824812,91.0,63.0,77.0,56.0,64.0,416.0,1928.0,0.0,29.28,29.99,4.1,6.0,4.9,-12.0,0,0,1
